Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp,doy_sin,doy_cos,month_sin,month_cos,season_春,season_夏,season_秋,season_冬,season,month,Tmean,Trange,Prcp_cum7,Prcp_cum30,Tmean_roll7,melt_index,Discharge_lag1,Discharge_lag2,Discharge_lag3,Discharge_lag7,Discharge_lag14,Discharge_lag30,Prcp_lag1,Prcp_lag2,Prcp_lag3,Prcp_lag7,Prcp_lag14,Prcp_lag30,Tmax_lag1,Tmax_lag2,Tmax_lag3,Tmax_lag7,Tmax_lag14,Tmax_lag30,Tmin_lag1,Tmin_lag2,Tmin_lag3,Tmin_lag7,Tmin_lag14,Tmin_lag30,Vp_lag1,Vp_lag2,Vp_lag3,Vp_lag7,Vp_lag14,Vp_lag30,Srad_lag1,Srad_lag2,Srad_lag3,Srad_lag7,Srad_lag14,Srad_lag30,Discharge_roll3_mean,Discharge_roll3_std,Discharge_roll3_max,Discharge_roll7_mean,Discharge_roll7_std,Discharge_roll7_max,Discharge_roll14_mean,Discharge_roll14_std,Discharge_roll14_max,Discharge_roll30_mean,Discharge_roll30_std,Discharge_roll30_max,Prcp_roll3_mean,Prcp_roll3_std,Prcp_roll3_max,Prcp_roll7_mean,Prcp_roll7_std,Prcp_roll7_max,Prcp_roll14_mean,Prcp_roll14_std,Prcp_roll14_max,Prcp_roll30_mean,Prcp_roll30_std,Prcp_roll30_max
2000-02-10,132.0,35891.94,0.0,279.9,0.0,-0.4,-11.76,251.26,0.6482618097757122,0.7614175109532997,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-6.08,11.36,0.0,49.03,-13.380714285714287,0.0,134.0,134.0,135.0,146.0,162.0,325.0,0.0,0.0,0.0,0.0,0.0,17.38,-7.22,-2.24,-6.8,-12.04,-3.93,2.37,-21.26,-20.48,-20.76,-17.41,-16.09,-7.26,111.76,120.1,116.43,160.0,176.91,358.73,318.04,351.23,315.08,157.87,261.65,138.92,133.33333333333334,1.154700538381637,134.0,136.14285714285714,3.436498771930828,142.0,144.21428571428572,10.81436773235268,170.0,177.66666666666666,56.81265845671659,380.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0042857142857142,2.7332953182382798,9.52,1.6343333333333334,3.9857026234152046,17.55
2000-02-11,146.0,35942.39,8.84,208.91,0.0,-2.38,-13.71,217.69,0.6612634749656386,0.7501537286959042,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-8.045,11.330000000000002,8.84,57.839999999999996,-12.147857142857145,0.0,132.0,134.0,134.0,142.0,170.0,380.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.4,-7.22,-2.24,-8.09,-12.31,6.01,-11.76,-21.26,-20.48,-25.26,-20.76,-4.88,251.26,111.76,120.1,78.17,117.11,429.19,279.9,318.04,351.23,339.24,209.57,200.88,137.33333333333334,7.5718777944007245,146.0,136.71428571428572,4.680252333445329,146.0,142.5,7.929982054495256,158.0,169.86666666666667,42.28045389549628,310.0,2.9466666666666668,5.103776379636291,8.84,1.262857142857143,3.3412059414015687,8.84,1.6357142857142857,3.4186113111471594,9.52,1.928,4.183091910421582,17.55
2000-02-12,154.0,36170.77,3.75,249.09,0.0,-2.49,-16.87,160.0,0.6740694616546161,0.7386679638813748,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-9.68,14.38,12.59,61.589999999999996,-11.220714285714285,0.0,146.0,132.0,134.0,139.0,153.0,310.0,8.84,0.0,0.0,0.0,0.0,0.0,-2.38,-0.4,-7.22,-5.82,-15.04,-3.19,-13.71,-11.76,-21.26,-26.52,-21.79,-14.39,217.69,251.26,111.76,79.96,111.63,204.15,208.91,279.9,318.04,355.05,176.22,211.23,144.0,11.135528725660288,154.0,138.85714285714286,8.09173593712437,154.0,142.57142857142858,8.03563492024308,158.0,164.66666666666666,33.03324692334741,270.0,4.196666666666666,4.436894559636653,8.84,1.7985714285714285,3.4049984266830853,8.84,1.9035714285714285,3.4274897904641914,9.52,2.053,4.179519977387272,17.55
2000-02-13,147.0,36288.03,0.0,378.21,0.0,-7.89,-27.49,74.61,0.6866759803451553,0.726963615332308,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-17.689999999999998,19.599999999999998,12.59,61.589999999999996,-11.553571428571429,0.0,154.0,146.0,132.0,137.0,148.0,270.0,3.75,8.84,0.0,0.0,0.0,0.0,-2.49,-2.38,-0.4,-4.14,-5.27,-10.86,-16.87,-13.71,-11.76,-26.58,-17.91,-22.73,160.0,217.69,251.26,71.6,160.0,99.94,249.09,208.91,279.9,362.14,269.93,221.63,149.0,4.358898943541297,154.0,140.28571428571428,8.577378887013722,154.0,142.5,7.987971726771054,158.0,160.56666666666666,26.494870464290457,245.0,4.196666666666666,4.436894559636654,8.84,1.7985714285714285,3.4049984266830853,8.84,1.9035714285714285,3.4274897904641914,9.52,2.053,4.179519977387272,17.55
2000-02-14,158.0,36516.33,15.7,301.84,0.0,-2.81,-27.07,70.62,0.6990793005655562,0.7150441465537444,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-14.94,24.26,28.29,77.28999999999999,-11.719285714285714,0.0,147.0,154.0,146.0,135.0,141.0,245.0,0.0,3.75,8.84,0.0,4.54,0.0,-7.89,-2.49,-2.38,-6.8,3.22,-17.54,-27.49,-16.87,-13.71,-20.76,-14.77,-24.92,74.61,160.0,217.69,116.43,200.0,85.12,378.21,249.09,208.91,315.08,238.3,161.08,153.0,5.567764362830509,158.0,143.57142857142858,10.422046229940136,158.0,143.71428571428572,8.973710075964902,158.0,157.66666666666666,21.158406388939852,220.0,6.483333333333333,8.19913613335779,15.7,4.041428571428571,6.115091791547173,15.7,2.700714285714286,5.017005641256108,15.7,2.576333333333333,4.843739993686364,17.55
2000-02-15,170.0,36633.59,17.08,111.08,0.0,-3.53,-8.63,317.76,0.7112757519738152,0.7029130847082615,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-6.08,5.100000000000001,45.37,88.6,-10.965,0.0,158.0,147.0,154.0,134.0,158.0,220.0,15.7,0.0,3.75,0.0,9.52,5.77,-2.81,-7.89,-2.49,-2.24,-0.54,-13.99,-27.07,-27.49,-16.87,-20.48,-6.4,-24.7,70.62,74.61,160.0,120.1,367.38,87.24,301.84,378.21,249.09,351.23,118.33,160.92,158.33333333333334,11.503622617825163,170.0,148.71428571428572,13.375528471979205,170.0,144.57142857142858,10.825285824716811,170.0,156.0,17.778328535529763,205.0,10.926666666666668,9.487894041004742,17.08,6.481428571428571,7.487345832739904,17.08,3.2407142857142857,6.097876634579405,17.08,2.953333333333333,5.496976180268273,17.55
2000-02-16,159.0,36861.95,0.0,307.29,0.0,-3.13,-14.79,198.91,0.7232617254437388,0.6905740195722293,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-8.959999999999999,11.66,45.37,79.35999999999999,-10.210714285714285,0.0,170.0,158.0,147.0,134.0,150.0,205.0,17.08,15.7,0.0,0.0,0.0,9.24,-3.53,-2.81,-7.89,-7.22,-1.84,-6.66,-8.63,-27.07,-27.49,-21.26,-14.51,-21.72,317.76,70.62,74.61,111.76,200.26,110.25,111.08,301.84,378.21,318.04,290.91,192.17,162.33333333333334,6.6583281184797904,170.0,152.28571428571428,12.065298528067796,170.0,145.21428571428572,11.42317867272558,170.0,154.46666666666667,15.203750293545873,193.0,10.926666666666668,9.487894041004742,17.08,6.481428571428571,7.487345832739904,17.08,3.2407142857142857,6.097876634579405,17.08,2.645333333333333,5.390412135310782,17.55
2000-02-17,152.0,36979.21,3.56,291.42,0.0,-1.96,-17.33,160.0,0.7350336741329413,0.6780306024735382,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-9.645,15.369999999999997,48.93,82.91999999999999,-10.719999999999999,0.0,159.0,170.0,158.0,132.0,146.0,193.0,0.0,17.08,15.7,0.0,0.0,0.0,-3.13,-3.53,-2.81,-0.4,-12.04,-16.38,-14.79,-8.63,-27.07,-11.76,-17.41,-24.31,198.91,317.76,70.62,251.26,160.0,89.86,307.29,111.08,301.84,279.9,157.87,176.77,160.33333333333334,9.07377172587776,170.0,155.14285714285714,8.214389233300206,170.0,145.64285714285714,11.566577466377678,170.0,153.1,13.35031963972208,182.0,6.879999999999999,9.01101548106538,17.08,6.99,7.083753713015907,17.08,3.495,6.026146555444226,17.08,2.764,5.369312933635954,17.55
2000-02-18,151.0,37274.36,0.0,353.13,0.0,-12.9,-27.33,78.64,0.746588114532413,0.6652865452111116,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-20.115,14.429999999999998,40.09,82.91999999999999,-12.444285714285712,0.0,152.0,159.0,170.0,146.0,142.0,182.0,3.56,0.0,17.08,8.84,0.0,0.0,-1.96,-3.13,-3.53,-2.38,-8.09,-13.77,-17.33,-14.79,-8.63,-13.71,-25.26,-27.78,160.0,198.91,317.76,217.69,78.17,65.06,291.42,307.29,111.08,208.91,339.24,257.79,154.0,4.358898943541293,159.0,155.85714285714286,7.470577207250594,170.0,146.28571428571428,11.598597869030298,170.0,152.06666666666666,12.185161505681027,178.0,1.1866666666666668,2.0553669583150587,3.56,5.727142857142858,7.476087912550953,17.08,3.495,6.026146555444226,17.08,2.764,5.369312933635954,17.55
2000-02-19,152.0,37324.82,5.2,315.98,0.0,-6.51,-27.46,66.64,0.7579216274973472,0.6523456189565257,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-16.985,20.950000000000003,41.54,88.11999999999999,-13.487857142857141,0.0,151.0,152.0,159.0,154.0,139.0,178.0,0.0,3.56,0.0,3.75,0.0,0.0,-12.9,-1.96,-3.13,-2.49,-5.82,-9.04,-27.33,-17.33,-14.79,-16.87,-26.52,-28.53,78.64,160.0,198.91,160.0,79.96,61.24,353.13,291.42,307.29,249.09,355.05,287.48,151.66666666666666,0.5773502691943044,152.0,155.57142857142858,7.590721152763797,170.0,147.21428571428572,11.490320819170988,170.0,151.2,11.158420355389765,171.0,2.92,2.658420583730115,5.2,5.934285714285714,7.432134859609892,17.08,3.866428571428571,5.953979415409569,17.08,2.937333333333333,5.360935284671583,17.55
2000-02-20,151.0,37661.16,1.09,302.67,0.0,-1.72,-12.41,236.41,0.7690308592589181,0.6392116531380588,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-7.065,10.69,42.629999999999995,87.83,-11.969999999999999,0.0,152.0,151.0,152.0,147.0,137.0,171.0,5.2,0.0,3.56,0.0,0.0,1.38,-6.51,-12.9,-1.96,-7.89,-4.14,-9.7,-27.46,-27.33,-17.33,-27.49,-26.58,-27.32,66.64,78.64,160.0,74.61,71.6,69.18,315.98,353.13,291.42,378.21,362.14,275.15,151.33333333333334,0.5773502691943044,152.0,156.14285714285714,6.96248450455431,170.0,148.21428571428572,11.136762210241999,170.0,150.53333333333333,10.5134834062419,170.0,2.0966666666666667,2.742267917861655,5.2,6.089999999999999,7.29727574738226,17.08,3.9442857142857144,5.906468050803698,17.08,2.9276666666666666,5.364100775193991,17.55
2000-02-21,148.0,37670.37,0.0,339.11,0.0,-1.94,-14.39,200.0,0.7799125224167177,0.6258885343075018,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-8.165000000000001,12.450000000000001,26.93,86.83,-11.002142857142855,0.0,151.0,152.0,151.0,158.0,135.0,165.0,1.09,5.2,0.0,15.7,0.0,1.0,-1.72,-6.51,-12.9,-2.81,-6.8,-12.47,-12.41,-27.46,-27.33,-27.07,-20.76,-23.31,236.41,66.64,78.64,70.62,116.43,97.48,302.67,315.98,353.13,301.84,315.08,229.18,150.33333333333334,2.081665999467434,152.0,154.71428571428572,7.521398046333951,170.0,149.14285714285714,10.472360272179882,170.0,149.96666666666667,10.1590229415248,170.0,2.096666666666667,2.742267917861655,5.2,3.847142857142857,6.178248711638043,17.08,3.9442857142857144,5.906468050803698,17.08,2.8943333333333334,5.379577398690881,17.55
2000-02-22,147.0,38015.39,0.0,381.79,0.0,-3.42,-18.57,143.05,0.7905633969115482,0.612380204990065,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-10.995000000000001,15.15,9.85,86.83,-11.704285714285714,0.0,148.0,151.0,152.0,170.0,134.0,161.0,0.0,1.09,5.2,17.08,0.0,0.0,-1.94,-1.72,-6.51,-3.53,-2.24,-19.38,-14.39,-12.41,-27.46,-8.63,-20.48,-26.12,200.0,236.41,66.64,317.76,120.1,73.69,339.11,302.67,315.98,111.08,351.23,163.49,148.66666666666666,2.081665999467434,151.0,151.42857142857142,3.8668308667882862,159.0,150.07142857142858,9.563265339623587,170.0,149.5,9.954205487960458,170.0,0.36333333333333334,0.6293117934166629,1.09,1.407142857142857,2.1229438231358055,5.2,3.9442857142857144,5.906468050803698,17.08,2.8943333333333334,5.379577398690881,17.55
2000-02-23,145.0,38016.04,0.0,367.64,0.0,1.05,-13.01,226.17,0.8009803309782905,0.5986906625177214,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-5.9799999999999995,14.06,9.85,86.83,-11.278571428571428,0.0,147.0,148.0,151.0,159.0,134.0,159.0,0.0,0.0,1.09,0.0,0.0,0.0,-3.42,-1.94,-1.72,-3.13,-7.22,-10.06,-18.57,-14.39,-12.41,-14.79,-21.26,-24.78,143.05,200.0,236.41,198.91,111.76,81.08,381.79,339.11,302.67,307.29,318.04,277.85,146.66666666666666,1.5275252316537105,148.0,149.42857142857142,2.7602622373630057,152.0,150.85714285714286,8.538214034626964,170.0,149.03333333333333,9.820749789948422,170.0,0.0,0.0,0.0,1.407142857142857,2.1229438231358055,5.2,3.9442857142857144,5.906468050803698,17.08,2.8943333333333334,5.379577398690881,17.55
2000-02-24,160.0,38361.58,0.0,351.11,0.0,7.95,-5.06,423.12,0.8111602420785621,0.5848239578463322,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,1.4450000000000003,13.01,6.289999999999999,86.83,-9.694285714285714,1.4450000000000003,145.0,147.0,148.0,152.0,132.0,157.0,0.0,0.0,0.0,3.56,0.0,0.0,1.05,-3.42,-1.94,-1.96,-0.4,-3.19,-13.01,-18.57,-14.39,-17.33,-11.76,-16.87,226.17,143.05,200.0,160.0,251.26,165.56,367.64,381.79,339.11,291.42,279.9,270.43,150.66666666666666,8.144527815247411,160.0,150.57142857142858,4.859943170348073,160.0,152.85714285714286,6.9043703311983355,170.0,149.13333333333333,9.919445664896852,170.0,0.0,0.0,0.0,0.8985714285714285,1.9397631175947607,5.2,3.9442857142857144,5.906468050803698,17.08,2.8943333333333334,5.379577398690881,17.55
2000-02-25,240.0,38361.58,0.0,343.36,0.0,8.85,-3.61,467.6,0.8211001178128892,0.5707841943569036,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,2.62,12.459999999999999,6.289999999999999,69.28,-6.446428571428571,4.065,160.0,145.0,147.0,151.0,146.0,153.0,0.0,0.0,0.0,0.0,8.84,17.55,7.95,1.05,-3.42,-12.9,-2.38,-4.77,-5.06,-13.01,-18.57,-27.33,-13.71,-15.77,423.12,226.17,143.05,78.64,217.69,181.02,351.11,367.64,381.79,353.13,208.91,183.6,181.66666666666666,51.0718448201486,240.0,163.28571428571428,34.17462160587494,240.0,159.57142857142858,24.075887349137403,240.0,152.03333333333333,19.336375107523157,240.0,0.0,0.0,0.0,0.8985714285714285,1.9397631175947607,5.2,3.3128571428571427,5.814638593930149,17.08,2.3093333333333335,4.63337810281852,17.08
2000-02-26,270.0,38707.21,0.0,266.09,0.0,2.22,-6.42,379.72,0.8307970168121247,0.5565755266413303,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-2.0999999999999996,8.64,1.09,69.28,-4.32,4.065,240.0,160.0,145.0,152.0,154.0,162.0,0.0,0.0,0.0,5.2,3.75,0.0,8.85,7.95,1.05,-6.51,-2.49,-3.93,-3.61,-5.06,-13.01,-27.46,-16.87,-16.09,467.6,423.12,226.17,66.64,160.0,176.91,343.36,351.11,367.64,315.98,249.09,261.65,223.33333333333334,56.86240703077332,270.0,180.14285714285714,52.08783790044312,270.0,167.85714285714286,37.96528200030445,270.0,155.63333333333333,28.9297404941258,270.0,0.0,0.0,0.0,0.15571428571428572,0.41198127558004927,1.09,3.0449999999999995,5.878970017064083,17.08,2.3093333333333335,4.63337810281852,17.08
2000-02-27,425.0,38707.21,0.0,203.89,0.0,2.84,-3.51,477.9,0.8402480696078469,0.5422021592729844,0.8660254037844386,0.5000000000000001,0,0,0,1,冬,2,-0.33499999999999996,6.35,0.0,69.28,-3.358571428571428,4.065,270.0,240.0,160.0,151.0,147.0,170.0,0.0,0.0,0.0,1.09,0.0,0.0,2.22,8.85,7.95,-1.72,-7.89,-12.31,-6.42,-3.61,-5.06,-12.41,-27.49,-20.76,379.72,467.6,423.12,236.41,74.61,117.11,266.09,343.36,351.11,302.67,378.21,209.57,311.6666666666667,99.28914005737656,425.0,219.28571428571428,103.81026648926122,425.0,187.71428571428572,77.90766583337228,425.0,164.13333333333333,57.070877489935754,425.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0449999999999995,5.878970017064083,17.08,2.3093333333333335,4.63337810281852,17.08
